loss,val_loss,recall,val_recall
0.8705949934600612,0.7822337449943133,"[0.7692352, 0.5287157, 0.07821068, 0.65393937]","[0.8557239, 0.5804714, 0.31885523, 0.61703706]"
0.7640638899014824,0.7383960575134577,"[0.77977633, 0.5607287, 0.16868687, 0.6784344]","[0.8139226, 0.6146633, 0.37542087, 0.65144783]"
0.7313278935336981,0.709743135355677,"[0.7866811, 0.57697934, 0.22025011, 0.6911977]","[0.8157351, 0.6121661, 0.38294053, 0.67654324]"
0.705804462691379,0.7094479441394236,"[0.7925036, 0.5884668, 0.25660172, 0.70042205]","[0.81507576, 0.5973485, 0.43030304, 0.7013552]"
0.6858129040591945,0.6885637975426662,"[0.79691774, 0.597746, 0.2825397, 0.7067763]","[0.8089697, 0.59240407, 0.45784512, 0.7227811]"
0.6670797198149715,0.6595436416002013,"[0.8006181, 0.60605097, 0.30476192, 0.7126335]","[0.8105499, 0.59996074, 0.45190796, 0.7297138]"
0.653424753242921,0.6571754691106234,"[0.80355597, 0.6129664, 0.32300556, 0.7174954]","[0.8172102, 0.6040212, 0.46103895, 0.7306734]"
0.6404428665645783,0.6556135604081674,"[0.8064628, 0.6195022, 0.3397547, 0.7217406]","[0.8202315, 0.6163889, 0.47112796, 0.72286195]"
0.6299727960981568,0.649889563803792,"[0.8088472, 0.6249046, 0.35480198, 0.7253455]","[0.82369995, 0.6114291, 0.48668164, 0.7298765]"
0.6203605844784891,0.6512190857701536,"[0.8110476, 0.6300476, 0.36805195, 0.7284733]","[0.82802695, 0.61616164, 0.49872053, 0.7264916]"
0.6110859084136435,0.6265824391889109,"[0.81293845, 0.63468844, 0.3805982, 0.73133546]","[0.8303612, 0.62105906, 0.5019896, 0.7275666]"
0.603718720245546,0.617074512830619,"[0.81465006, 0.6388432, 0.3919312, 0.7339382]","[0.83016837, 0.62402356, 0.5054714, 0.73244387]"
0.596267001496421,0.6340019675573597,"[0.816216, 0.6426407, 0.40250862, 0.73644686]","[0.8265087, 0.6248096, 0.5086765, 0.73995596]"
0.5895481059637885,0.6171419216660347,"[0.8177489, 0.64623374, 0.4125335, 0.73886]","[0.8246777, 0.6298701, 0.51421356, 0.7424772]"
0.5823251653772257,0.6048640826868464,"[0.8191746, 0.64959115, 0.4213468, 0.7410409]","[0.8260269, 0.6317598, 0.51934904, 0.74504155]"
0.5756514131365911,0.6211664579327194,"[0.82046264, 0.6527913, 0.42988816, 0.7430646]","[0.8251347, 0.63473696, 0.52693605, 0.7472685]"
0.5698884634752163,0.6227103996247861,"[0.8217104, 0.655688, 0.43788302, 0.7449724]","[0.8248841, 0.6396237, 0.5333927, 0.7464211]"
0.5632423080608253,0.6267119277115909,"[0.82286197, 0.658561, 0.44579926, 0.7468791]","[0.8255032, 0.64450055, 0.5359147, 0.74451554]"
0.558186175161293,0.6122752388083661,"[0.8239379, 0.66118556, 0.4533227, 0.74863064]","[0.8249796, 0.6466932, 0.5442318, 0.7462555]"
0.5522090086881554,0.6037373600671323,"[0.8250729, 0.6636342, 0.46054834, 0.7503405]","[0.8260034, 0.6477323, 0.55085856, 0.74742085]"
